ALSA lib confmisc.c:767:(parse_card) cannot find card '0'
ALSA lib conf.c:4732:(_snd_config_evaluate) function snd_func_card_driver returned error: No such file or directory
ALSA lib confmisc.c:392:(snd_func_concat) error evaluating strings
ALSA lib conf.c:4732:(_snd_config_evaluate) function snd_func_concat returned error: No such file or directory
ALSA lib confmisc.c:1246:(snd_func_refer) error evaluating name
ALSA lib conf.c:4732:(_snd_config_evaluate) function snd_func_refer returned error: No such file or directory
ALSA lib conf.c:5220:(snd_config_expand) Evaluate error: No such file or directory
ALSA lib pcm.c:2642:(snd_pcm_open_noupdate) Unknown PCM default
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
pygame 2.5.2 (SDL 2.28.2, Python 3.8.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
With GPU support!
load previous model weight: model_best.pth.tar
pretrained episode = 1000
pretrained epsilon = 0.9099099999999655
pretrained time step = 107.6
episode: 0, epsilon: 1.0000, max time step: 12, total reward: -3.430074
testing: episode: 0, average time: 96.6
save checkpoint, episode=0, ave time step=96.60
episode: 1, epsilon: 0.9999, max time step: 50, total reward: 0.833241
episode: 2, epsilon: 0.9998, max time step: 50, total reward: 0.833241
episode: 3, epsilon: 0.9997, max time step: 50, total reward: 0.833241
episode: 4, epsilon: 0.9996, max time step: 50, total reward: 0.833241
episode: 5, epsilon: 0.9995, max time step: 53, total reward: 1.105503
episode: 6, epsilon: 0.9995, max time step: 50, total reward: 0.833241
episode: 7, epsilon: 0.9994, max time step: 51, total reward: 0.924909
episode: 8, epsilon: 0.9993, max time step: 50, total reward: 0.833241
episode: 9, epsilon: 0.9992, max time step: 50, total reward: 0.833241
episode: 10, epsilon: 0.9991, max time step: 50, total reward: 0.833241
episode: 11, epsilon: 0.9990, max time step: 50, total reward: 0.833241
episode: 12, epsilon: 0.9989, max time step: 50, total reward: 0.833241
episode: 13, epsilon: 0.9988, max time step: 50, total reward: 0.833241
episode: 14, epsilon: 0.9987, max time step: 50, total reward: 0.833241
episode: 15, epsilon: 0.9986, max time step: 63, total reward: 2.448418
episode: 16, epsilon: 0.9986, max time step: 50, total reward: 0.833241
episode: 17, epsilon: 0.9985, max time step: 50, total reward: 0.833241
episode: 18, epsilon: 0.9984, max time step: 50, total reward: 0.833241
episode: 19, epsilon: 0.9983, max time step: 52, total reward: 1.015660
episode: 20, epsilon: 0.9982, max time step: 59, total reward: 1.626008
episode: 21, epsilon: 0.9981, max time step: 64, total reward: 2.528858
episode: 22, epsilon: 0.9980, max time step: 64, total reward: 2.528858
episode: 23, epsilon: 0.9979, max time step: 56, total reward: 1.369679
episode: 24, epsilon: 0.9978, max time step: 50, total reward: 0.833241
episode: 25, epsilon: 0.9977, max time step: 50, total reward: 0.833241
episode: 26, epsilon: 0.9977, max time step: 51, total reward: 0.924909
episode: 27, epsilon: 0.9976, max time step: 50, total reward: 0.833241
episode: 28, epsilon: 0.9975, max time step: 50, total reward: 0.833241
episode: 29, epsilon: 0.9974, max time step: 50, total reward: 0.833241
episode: 30, epsilon: 0.9973, max time step: 50, total reward: 0.833241
episode: 31, epsilon: 0.9972, max time step: 19, total reward: -2.517706
episode: 32, epsilon: 0.9971, max time step: 50, total reward: 0.833241
episode: 33, epsilon: 0.9970, max time step: 66, total reward: 2.687333
episode: 34, epsilon: 0.9969, max time step: 50, total reward: 0.833241
episode: 35, epsilon: 0.9968, max time step: 50, total reward: 0.833241
episode: 36, epsilon: 0.9968, max time step: 50, total reward: 0.833241
episode: 37, epsilon: 0.9967, max time step: 57, total reward: 1.455982
episode: 38, epsilon: 0.9966, max time step: 50, total reward: 0.833241
episode: 39, epsilon: 0.9965, max time step: 50, total reward: 0.833241
episode: 40, epsilon: 0.9964, max time step: 52, total reward: 1.015660
episode: 41, epsilon: 0.9963, max time step: 50, total reward: 0.833241
episode: 42, epsilon: 0.9962, max time step: 50, total reward: 0.833241
episode: 43, epsilon: 0.9961, max time step: 50, total reward: 0.833241
episode: 44, epsilon: 0.9960, max time step: 50, total reward: 0.833241
episode: 45, epsilon: 0.9959, max time step: 50, total reward: 0.833241
episode: 46, epsilon: 0.9959, max time step: 50, total reward: 0.833241
episode: 47, epsilon: 0.9958, max time step: 50, total reward: 0.833241
episode: 48, epsilon: 0.9957, max time step: 34, total reward: -0.765958
episode: 49, epsilon: 0.9956, max time step: 50, total reward: 0.833241
episode: 50, epsilon: 0.9955, max time step: 50, total reward: 0.833241
